migration_scenario,year,year_month,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
Mid,2053,205307,000,State of Texas,93,93 yrs,82645,31654,50991,39104,15281,23823,8434,2839,5595,27959,10951,17008,4459,1602,2857,2689,981,1708
Mid,2053,205307,000,State of Texas,94,94 yrs,65035,24355,40680,31391,12055,19336,6700,2208,4492,21245,8112,13133,3509,1214,2295,2190,766,1424
Mid,2053,205307,000,State of Texas,95,95+ yrs,223177,77468,145709,111964,39770,72194,22252,6773,15479,70078,24810,45268,11597,3715,7882,7286,2400,4886
Mid,2054,205407,000,State of Texas,-1,All Ages,41109593,20377619,20731974,11439408,5699467,5739941,5192075,2477647,2714428,19012909,9553017,9459892,3276836,1561424,1715412,2188365,1086064,1102301
Mid,2054,205407,000,State of Texas,0,< 1 yr,396362,202145,194217,85865,43791,42074,46062,23492,22570,194746,99320,95426,20103,10253,9850,49586,25289,24297
Mid,2054,205407,000,State of Texas,1,1 yr,399952,203881,196071,86780,44260,42520,46615,23748,22867,197096,100453,96643,20852,10635,10217,48609,24785,23824
Mid,2054,205407,000,State of Texas,2,2 yrs,404395,206110,198285,87932,44856,43076,47295,24077,23218,199662,101734,97928,21681,11059,10622,47825,24384,23441
Mid,2054,205407,000,State of Texas,3,3 yrs,408951,208415,200536,89162,45492,43670,48015,24425,23590,202177,103007,99170,22494,11472,11022,47103,24019,23084
Mid,2054,205407,000,State of Texas,4,4 yrs,413562,210753,202809,90429,46146,44283,48731,24771,23960,204712,104299,100413,23272,11866,11406,46418,23671,22747
Mid,2054,205407,000,State of Texas,5,5 yrs,418301,213165,205136,91727,46816,44911,49432,25115,24317,207394,105675,101719,23985,12221,11764,45763,23338,22425
Mid,2054,205407,000,State of Texas,6,6 yrs,423110,215625,207485,93034,47488,45546,50132,25462,24670,210197,107125,103072,24617,12533,12084,45130,23017,22113
Mid,2054,205407,000,State of Texas,7,7 yrs,428000,218133,209867,94356,48170,46186,50819,25802,25017,213147,108662,104485,25177,12804,12373,44501,22695,21806
Mid,2054,205407,000,State of Texas,8,8 yrs,432987,220708,212279,95687,48854,46833,51507,26143,25364,216251,110290,105961,25670,13045,12625,43872,22376,21496
Mid,2054,205407,000,State of Texas,9,9 yrs,438064,223335,214729,97023,49535,47488,52186,26481,25705,219488,111996,107492,26112,13262,12850,43255,22061,21194
Mid,2054,205407,000,State of Texas,10,10 yrs,443101,225934,217167,98339,50207,48132,52863,26817,26046,222774,113722,109052,26494,13445,13049,42631,21743,20888
Mid,2054,205407,000,State of Texas,11,11 yrs,448175,228548,219627,99677,50885,48792,53539,27151,26388,226101,115470,110631,26855,13622,13233,42003,21420,20583
Mid,2054,205407,000,State of Texas,12,12 yrs,453187,231133,222054,101017,51565,49452,54203,27477,26726,229419,117210,112209,27181,13784,13397,41367,21097,20270
Mid,2054,205407,000,State of Texas,13,13 yrs,457992,233609,224383,102332,52228,50104,54864,27802,27062,232617,118887,113730,27463,13926,13537,40716,20766,19950
Mid,2054,205407,000,State of Texas,14,14 yrs,462790,236089,226701,103678,52909,50769,55526,28127,27399,235799,120565,115234,27731,14060,13671,40056,20428,19628
Mid,2054,205407,000,State of Texas,15,15 yrs,467509,238520,228989,105024,53582,51442,56194,28453,27741,238908,122216,116692,28014,14194,13820,39369,20075,19294
Mid,2054,205407,000,State of Texas,16,16 yrs,472212,240906,231306,106404,54259,52145,56899,28787,28112,241909,123808,118101,28352,14344,14008,38648,19708,18940
Mid,2054,205407,000,State of Texas,17,17 yrs,476922,243300,233622,107818,54954,52864,57646,29135,28511,244778,125350,119428,28790,14540,14250,37890,19321,18569
Mid,2054,205407,000,State of Texas,18,18 yrs,481479,245611,235868,109218,55637,53581,58434,29500,28934,247365,126770,120595,29372,14795,14577,37090,18909,18181
Mid,2054,205407,000,State of Texas,19,19 yrs,485920,247825,238095,110859,56461,54398,59449,29938,29511,249409,127925,121484,29978,15034,14944,36225,18467,17758
Mid,2054,205407,000,State of Texas,20,20 yrs,490107,249905,240202,112480,57272,55208,60468,30383,30085,251152,128919,122233,30681,15325,15356,35326,18006,17320
Mid,2054,205407,000,State of Texas,21,21 yrs,493984,251829,242155,114100,58081,56019,61447,30803,30644,252626,129772,122854,31411,15639,15772,34400,17534,16866
Mid,2054,205407,000,State of Texas,22,22 yrs,497564,253566,243998,115686,58873,56813,62415,31226,31189,253813,130438,123375,32185,15975,16210,33465,17054,16411
Mid,2054,205407,000,State of Texas,23,23 yrs,500834,255156,245678,117234,59657,57577,63323,31610,31713,254720,130969,123751,33035,16350,16685,32522,16570,15952
Mid,2054,205407,000,State of Texas,24,24 yrs,504054,256655,247399,118812,60453,58359,64235,31987,32248,255486,131390,124096,33924,16724,17200,31597,16101,15496
Mid,2054,205407,000,State of Texas,25,25 yrs,507125,258044,249081,120414,61263,59151,65116,32339,32777,256066,131731,124335,34856,17090,17766,30673,15621,15052
Mid,2054,205407,000,State of Texas,26,26 yrs,510141,259397,250744,122042,62084,59958,65945,32642,33303,256564,132072,124492,35819,17437,18382,29771,15162,14609
Mid,2054,205407,000,State of Texas,27,27 yrs,513058,260687,252371,123717,62916,60801,66787,32951,33836,256883,132348,124535,36799,17770,19029,28872,14702,14170
Mid,2054,205407,000,State of Texas,28,28 yrs,515757,261865,253892,125382,63744,61638,67546,33222,34324,257047,132551,124496,37796,18099,19697,27986,14249,13737
Mid,2054,205407,000,State of Texas,29,29 yrs,518566,263126,255440,127136,64629,62507,68308,33502,34806,257273,132778,124495,38742,18418,20324,27107,13799,13308
Mid,2054,205407,000,State of Texas,30,30 yrs,520931,264205,256726,128787,65471,63316,68966,33739,35227,257323,132915,124408,39611,18724,20887,26244,13356,12888
Mid,2054,205407,000,State of Texas,31,31 yrs,523175,265264,257911,130403,66280,64123,69574,33954,35620,257400,133091,124309,40413,19019,21394,25385,12920,12465
Mid,2054,205407,000,State of Texas,32,32 yrs,523974,265476,258498,131632,66910,64722,70924,34561,36363,256535,132576,123959,40448,18992,21456,24435,12437,11998
Mid,2054,205407,000,State of Texas,33,33 yrs,524596,265764,258832,132704,67469,65235,70968,34532,36436,256258,132529,123729,41121,19249,21872,23545,11985,11560
Mid,2054,205407,000,State of Texas,34,34 yrs,497789,251870,245919,125248,63814,61434,67842,32709,35133,236549,122361,114188,45617,21528,24089,22533,11458,11075
Mid,2054,205407,000,State of Texas,35,35 yrs,506853,256005,250848,129923,66240,63683,69772,33551,36221,238905,123364,115541,46322,21714,24608,21931,11136,10795
Mid,2054,205407,000,State of Texas,36,36 yrs,523145,264329,258816,133476,67994,65482,72092,34918,37174,246395,127237,119158,48354,22604,25750,22828,11576,11252
Mid,2054,205407,000,State of Texas,37,37 yrs,540699,273849,266850,139611,71192,68419,73000,35427,37573,254654,131599,123055,50262,23723,26539,23172,11908,11264
Mid,2054,205407,000,State of Texas,38,38 yrs,557318,281959,275359,145597,74233,71364,74626,35897,38729,262660,135877,126783,50816,24015,26801,23619,11937,11682
Mid,2054,205407,000,State of Texas,39,39 yrs,566362,287278,279084,146917,75217,71700,75760,36678,39082,267665,138650,129015,52035,24680,27355,23985,12053,11932
Mid,2054,205407,000,State of Texas,40,40 yrs,562367,285120,277247,146937,75197,71740,74940,36455,38485,265877,137384,128493,51509,24398,27111,23104,11686,11418
Mid,2054,205407,000,State of Texas,41,41 yrs,561409,283986,277423,146780,74607,72173,74285,35932,38353,264605,136668,127937,52689,25283,27406,23050,11496,11554
Mid,2054,205407,000,State of Texas,42,42 yrs,560721,284005,276716,145914,74174,71740,74344,36121,38223,266040,137740,128300,51797,24526,27271,22626,11444,11182
Mid,2054,205407,000,State of Texas,43,43 yrs,564226,286296,277930,147683,75673,72010,74834,36429,38405,267885,138587,129298,51428,24279,27149,22396,11328,11068
Mid,2054,205407,000,State of Texas,44,44 yrs,586085,296694,289391,151801,77837,73964,77541,37464,40077,281604,145010,136594,51654,24437,27217,23485,11946,11539
Mid,2054,205407,000,State of Texas,45,45 yrs,585261,296660,288601,152284,78017,74267,77570,37822,39748,281105,144787,136318,51336,24433,26903,22966,11601,11365
Mid,2054,205407,000,State of Texas,46,46 yrs,597275,302053,295222,155481,79493,75988,78922,38401,40521,287311,147582,139729,52229,24867,27362,23332,11710,11622
Mid,2054,205407,000,State of Texas,47,47 yrs,590681,298616,292065,155185,79471,75714,78309,38204,40105,283369,145033,138336,50916,24270,26646,22902,11638,11264
Mid,2054,205407,000,State of Texas,48,48 yrs,578986,293163,285823,153417,78854,74563,75632,36653,38979,277002,142395,134607,50692,24060,26632,22243,11201,11042
Mid,2054,205407,000,State of Texas,49,49 yrs,579642,293834,285808,154362,79299,75063,75100,36580,38520,277143,142786,134357,51001,24216,26785,22036,10953,11083
Mid,2054,205407,000,State of Texas,50,50 yrs,573377,290013,283364,155149,79509,75640,73949,36049,37900,272043,139481,132562,50552,24121,26431,21684,10853,10831
Mid,2054,205407,000,State of Texas,51,51 yrs,563083,284477,278606,153306,78685,74621,72581,35336,37245,266778,136536,130242,49800,23597,26203,20618,10323,10295
Mid,2054,205407,000,State of Texas,52,52 yrs,565343,285318,280025,154432,79245,75187,76696,36911,39785,262809,134849,127960,50890,24187,26703,20516,10126,10390
Mid,2054,205407,000,State of Texas,53,53 yrs,568224,284094,284130,160393,81474,78919,76726,36560,40166,258320,130998,127322,52493,25102,27391,20292,9960,10332
Mid,2054,205407,000,State of Texas,54,54 yrs,560009,281538,278471,162833,83199,79634,75721,36124,39597,251605,128131,123474,50771,24445,26326,19079,9639,9440
Mid,2054,205407,000,State of Texas,55,55 yrs,533005,267681,265324,156511,79873,76638,71128,34062,37066,238596,121227,117369,48880,23664,25216,17890,8855,9035
Mid,2054,205407,000,State of Texas,56,56 yrs,515064,259001,256063,151793,77560,74233,68515,32807,35708,228857,116481,112376,48536,23608,24928,17363,8545,8818
Mid,2054,205407,000,State of Texas,57,57 yrs,502939,252513,250426,150935,77033,73902,66136,31486,34650,221568,112806,108762,47852,23114,24738,16448,8074,8374
Mid,2054,205407,000,State of Texas,58,58 yrs,497478,248482,248996,151142,76736,74406,65068,30918,34150,217064,109652,107412,47287,22956,24331,16917,8220,8697
Mid,2054,205407,000,State of Texas,59,59 yrs,506675,253386,253289,155874,79426,76448,67202,31719,35483,220505,111513,108992,46654,22666,23988,16440,8062,8378
Mid,2054,205407,000,State of Texas,60,60 yrs,486200,240992,245208,150910,76508,74402,65155,30708,34447,208235,103908,104327,45819,22204,23615,16081,7664,8417
Mid,2054,205407,000,State of Texas,61,61 yrs,483733,239333,244400,151722,76855,74867,65336,30578,34758,204702,101918,102784,46049,22357,23692,15924,7625,8299
Mid,2054,205407,000,State of Texas,62,62 yrs,484874,239187,245687,156246,79021,77225,65192,30318,34874,202005,100311,101694,45697,21980,23717,15734,7557,8177
Mid,2054,205407,000,State of Texas,63,63 yrs,474879,233306,241573,156595,78943,77652,63547,29381,34166,193561,95757,97804,45234,21711,23523,15942,7514,8428
Mid,2054,205407,000,State of Texas,64,64 yrs,497904,244922,252982,165865,83497,82368,66150,30503,35647,203168,100971,102197,46342,22238,24104,16379,7713,8666
Mid,2054,205407,000,State of Texas,65,65 yrs,445682,216651,229031,151767,76173,75594,58549,26753,31796,175653,85528,90125,44419,21069,23350,15294,7128,8166
Mid,2054,205407,000,State of Texas,66,66 yrs,442843,215091,227752,151865,75824,76041,56866,25693,31173,176290,86396,89894,42956,20261,22695,14866,6917,7949
Mid,2054,205407,000,State of Texas,67,67 yrs,428358,206909,221449,148724,73894,74830,53855,24511,29344,170012,82371,87641,41072,19430,21642,14695,6703,7992
Mid,2054,205407,000,State of Texas,68,68 yrs,421484,202850,218634,148218,73434,74784,52624,23633,28991,165816,80097,85719,40703,19153,21550,14123,6533,7590
Mid,2054,205407,000,State of Texas,69,69 yrs,434555,209697,224858,152751,75928,76823,53278,24111,29167,173413,83921,89492,40791,19230,21561,14322,6507,7815
Mid,2054,205407,000,State of Texas,70,70 yrs,395934,188494,207440,139748,68807,70941,48364,21442,26922,155681,74190,81491,38561,17929,20632,13580,6126,7454
Mid,2054,205407,000,State of Texas,71,71 yrs,391712,185705,206007,139084,68434,70650,47720,21157,26563,154179,72719,81460,37130,17225,19905,13599,6170,7429
Mid,2054,205407,000,State of Texas,72,72 yrs,381799,179934,201865,135403,66160,69243,45641,20016,25625,152298,71749,80549,35425,16231,19194,13032,5778,7254
Mid,2054,205407,000,State of Texas,73,73 yrs,368397,172360,196037,130927,63806,67121,44771,19384,25387,146229,68145,78084,33418,15235,18183,13052,5790,7262
Mid,2054,205407,000,State of Texas,74,74 yrs,380785,178831,201954,133052,64487,68565,46138,20079,26059,155867,73714,82153,33087,14927,18160,12641,5624,7017
Mid,2054,205407,000,State of Texas,75,75 yrs,325296,150660,174636,115260,55673,59587,39492,16964,22528,129131,59503,69628,29809,13415,16394,11604,5105,6499
Mid,2054,205407,000,State of Texas,76,76 yrs,317741,145679,172062,112409,53573,58836,36949,15773,21176,129411,59019,70392,27840,12526,15314,11132,4788,6344
Mid,2054,205407,000,State of Texas,77,77 yrs,301658,137840,163818,105913,50314,55599,34656,14771,19885,123696,56141,67555,26849,12002,14847,10544,4612,5932
Mid,2054,205407,000,State of Texas,78,78 yrs,287392,130526,156866,100600,47753,52847,32578,13552,19026,118184,53324,64860,26156,11684,14472,9874,4213,5661
Mid,2054,205407,000,State of Texas,79,79 yrs,293062,133569,159493,103189,48572,54617,32233,13694,18539,122111,55573,66538,25698,11505,14193,9831,4225,5606
Mid,2054,205407,000,State of Texas,80,80 yrs,260514,116690,143824,92844,43252,49592,29292,12136,17156,106451,47292,59159,23228,10282,12946,8699,3728,4971
Mid,2054,205407,000,State of Texas,81,81 yrs,253118,112430,140688,91453,42272,49181,28634,11702,16932,102070,45044,57026,22140,9703,12437,8821,3709,5112
Mid,2054,205407,000,State of Texas,82,82 yrs,247901,109265,138636,93694,42978,50716,27367,11083,16284,97766,42662,55104,20654,8954,11700,8420,3588,4832
Mid,2054,205407,000,State of Texas,83,83 yrs,240704,105366,135338,95258,43292,51966,26683,10705,15978,91674,39757,51917,18804,8145,10659,8285,3467,4818
Mid,2054,205407,000,State of Texas,84,84 yrs,232306,101624,130682,91694,41306,50388,24899,9876,15023,90458,39728,50730,17572,7497,10075,7683,3217,4466
Mid,2054,205407,000,State of Texas,85,85 yrs,193968,83383,110585,77612,34444,43168,20597,8045,12552,74227,31926,42301,14978,6292,8686,6554,2676,3878
Mid,2054,205407,000,State of Texas,86,86 yrs,175911,74860,101051,69517,30611,38906,18932,7355,11577,68736,29205,39531,12880,5362,7518,5846,2327,3519
Mid,2054,205407,000,State of Texas,87,87 yrs,159252,66894,92358,64142,27697,36445,17311,6526,10785,61470,26081,35389,11007,4514,6493,5322,2076,3246
Mid,2054,205407,000,State of Texas,88,88 yrs,147566,61362,86204,59786,25460,34326,16139,6003,10136,56699,23913,32786,10046,4096,5950,4896,1890,3006
Mid,2054,205407,000,State of Texas,89,89 yrs,142441,58444,83997,60364,25318,35046,15276,5555,9721,53143,22165,30978,8974,3603,5371,4684,1803,2881
Mid,2054,205407,000,State of Texas,90,90 yrs,124201,49972,74229,54650,22447,32203,12995,4607,8388,44481,18242,26239,7802,3068,4734,4273,1608,2665
Mid,2054,205407,000,State of Texas,91,91 yrs,109533,43270,66263,49280,19922,29358,11400,3975,7425,38433,15419,23014,6599,2537,4062,3821,1417,2404
Mid,2054,205407,000,State of Texas,92,92 yrs,94632,36859,57773,43655,17335,26320,9748,3353,6395,32693,13003,19690,5255,1988,3267,3281,1180,2101
Mid,2054,205407,000,State of Texas,93,93 yrs,81274,31002,50272,37908,14813,23095,8454,2839,5615,27666,10753,16913,4481,1633,2848,2765,964,1801
Mid,2054,205407,000,State of Texas,94,94 yrs,70579,26573,44006,33254,12773,20481,7208,2380,4828,23999,9249,14750,3816,1346,2470,2302,825,1477
Mid,2054,205407,000,State of Texas,95,95+ yrs,230552,80185,150367,114175,40642,73533,23322,7119,16203,73292,26026,47266,12139,3894,8245,7624,2504,5120
Mid,2055,205507,000,State of Texas,-1,All Ages,41365099,20508128,20856971,11402967,5683024,5719943,5233881,2497635,2736246,19176121,9637457,9538664,3321958,1582429,1739529,2230172,1107583,1122589
Mid,2055,205507,000,State of Texas,0,< 1 yr,396307,202116,194191,85219,43462,41757,46020,23470,22550,194442,99165,95277,20095,10248,9847,50531,25771,24760
Mid,2055,205507,000,State of Texas,1,1 yr,399747,203778,195969,86095,43911,42184,46568,23724,22844,196752,100277,96475,20828,10623,10205,49504,25243,24261
Mid,2055,205507,000,State of Texas,2,2 yrs,403939,205878,198061,87197,44482,42715,47238,24047,23191,199191,101495,97696,21648,11042,10606,48665,24812,23853
Mid,2055,205507,000,State of Texas,3,3 yrs,408205,208040,200165,88358,45083,43275,47930,24381,23549,201543,102689,98854,22475,11463,11012,47899,24424,23475
Mid,2055,205507,000,State of Texas,4,4 yrs,412569,210250,202319,89564,45705,43859,48638,24722,23916,203929,103907,100022,23264,11860,11404,47174,24056,23118
Mid,2055,205507,000,State of Texas,5,5 yrs,417092,212545,204547,90813,46349,44464,49328,25060,24268,206445,105190,101255,24013,12236,11777,46493,23710,22783
Mid,2055,205507,000,State of Texas,6,6 yrs,421772,214941,206831,92100,47013,45087,50012,25397,24615,209136,106587,102549,24683,12565,12118,45841,23379,22462
Mid,2055,205507,000,State of Texas,7,7 yrs,426533,217392,209141,93391,47678,45713,50696,25738,24958,211963,108064,103899,25277,12856,12421,45206,23056,22150
Mid,2055,205507,000,State of Texas,8,8 yrs,431395,219893,211502,94699,48350,46349,51365,26068,25297,214947,109628,105319,25809,13114,12695,44575,22733,21842
Mid,2055,205507,000,State of Texas,9,9 yrs,436371,222467,213904,96020,49025,46995,52042,26403,25639,218080,111279,106801,26283,13347,12936,43946,22413,21533
Mid,2055,205507,000,State of Texas,10,10 yrs,441433,225079,216354,97341,49696,47645,52707,26733,25974,221347,112996,108351,26708,13554,13154,43330,22100,21230
Mid,2055,205507,000,State of Texas,11,11 yrs,446434,227660,218774,98657,50366,48291,53380,27066,26314,224615,114713,109902,27079,13735,13344,42703,21780,20923
Mid,2055,205507,000,State of Texas,12,12 yrs,451472,230252,221220,99998,51045,48953,54047,27393,26654,227925,116448,111477,27426,13908,13518,42076,21458,20618
Mid,2055,205507,000,State of Texas,13,13 yrs,456452,232827,223625,101341,51726,49615,54712,27721,26991,231232,118186,113046,27729,14061,13668,41438,21133,20305
